id,category,heading,content,source_url
05-主星-009,05-主星,太阳星 （命宫出现概率≈4.27%）,"<table class=""star-card"">
  <tr>
    <td>阴阳</td>
    <td>阳 🌕</td>
    <td>五行</td>
    <td>丙火 🔥</td>
    <td>斗分</td>
    <td>中天星系</td>
  </tr>
  <tr>
    <td>化气</td>
    <td>权贵</td>
    <td>五行色</td>
    <td>红色</td>
    <td>能量色</td>
    <td>橘红光</td>
  </tr>
  <tr>
    <td>职业</td>
    <td>官禄主</td>
    <td>职务</td>
    <td>执掌光明，博爱，付出</td>
    <td>别号</td>
    <td>政治星，名誉星，驿马星，法律星，父星，夫星，子星，公关星，老板星</td>
  </tr> 
</table>",https://iztro.com/learn/major-star
05-主星-010,05-主星,太阳星特性,"太阳星是一颗“太子星”，因为他永远出现在紫微星的 `子女位`，如果你还不知道 `宫` 和 `位` 的区别，请先阅读 [宫位](03-宫位.md#前言) 的介绍再回来阅读本篇分享。太阳星继承了紫微星的一部分特质，比如说希望得到尊重，好为人师等。但是，太阳星也因为自己还不是“皇帝”的原因，会比紫微星更加的有亲和力，这也是为什么太阳星能代表光明和博爱的原因。但也正因为自己还不是“皇帝”，所以太阳星更渴望“权利”，所以太阳星才化气为 `权贵`。

也正是由于太阳星的内心渴望得到“权利”，造就了太阳星喜欢“争”的原因。在遇到自己合法权益受到侵害的时候，太阳星会毫不犹豫的拿起法律的武器来维护自身的权益。这也是为什么太阳星得到 `政治星` 和 `法律星` 别号的原因。

如果你命宫主星是太阳星，那在人际关系中要注意边界感，因为你认为的对别人好可能会过于的强势而让别人有压力。作为官禄宫主的太阳星，事业心是非常强的，他非常善于宣传和表现自己，组织能力也相当出色。

也正是因为太阳星的能力太强，也常常在感情当中扮演着强势的一方，在双方发生分歧的时候，太阳星是非常在意话语权的，这也让另一半压力非常之大。也就有了传统命理说的“太阳不利女命”的说法。但是在当今社会，我们应该摒弃这种观念，性别不应该成为判断一个盘利弊的因素。",https://iztro.com/learn/major-star
05-主星-011,05-主星,太阳星组合,"---

#### 太阳天梁 （命宫出现概率≈2.54%）

这个组合只会出现在卯和酉这两个宫位上，当太阳天梁在卯宫的时候，叫 [`日照雷门格`](09-格局.md#日照雷门)，又叫 `日出扶桑格`。在 [斗数骨随赋](12-古籍-1.md#斗数骨随赋) 中提到 `日照雷门富贵荣华`，所以太阳天梁的读者们，加油咯，不要给这个格局拖后腿哦。有些老师会说当太阳天梁出现在酉宫的时候叫 `日落西山格`。其实这个格局叫什么名字没有那么重要，区别就是在卯宫的要积极主动一些，在酉宫的要消极被动一点。

太阳天梁的人特别喜欢关照别人，对家里人一般都很好，比较顾家。另外，因为天梁的清高加上太阳的传播属性，让这个组合有点爱显摆，夸夸其谈的感觉。不管男女，太阳天梁都是属于能力比较强的类型，希望自己能够掌握主动权。

在社交方面，太阳天梁因为喜欢关照他人，所以通常朋友都比较多。要注意的是，这种霸道的对别人好的感觉是否会给别人造成一些压力。由于太阳天梁的对宫没有主星，所以他们不擅长或者说不屑于伪装自己，是属于比较直肠子的类型。

#### 太阳巨门 （命宫出现概率≈2.71%）

`巨日同宫官封三代` 这个听起来是不是很让人振奋？它出自 [斗数骨随赋](12-古籍-1.md#斗数骨随赋)。[`巨日同宫格`](09-格局.md#巨日同宫) 的人口才是不错的，他的口才不是那种滔滔雄辩，而是由内而外散发出来的那种让人信赖的感觉。

比起 [`天机巨门`](#天机巨门) 的表达欲，太阳巨门更加偏向于传达和宣传，还有将语言作为一种工具来使用的那种天赋技能点。所以太阳巨门的人学外语是比较有先天优势的。

太阳巨门比较看重自己的名声。在相处中也比较强势。自信心受到巨门的影响稍微有点不足，但这种不足是相对太阳同系列而言。对于自信心这一块，太阳受到 [`星曜亮度`](04-星曜系统.md##星曜的亮度) 的影响比较大，所以在寅宫的太阳巨门会比在申宫的更加自信。因为随着年纪的增长，在寅宫的这一组太阳星会随时间推移越来越强，而在申宫的那一组，巨门星会随时间推移越来越强。

#### 太阳太阴 （命宫出现概率≈2.89%）

`日月同临官居侯伯` 这句话出自 [斗数骨随赋](12-古籍-1.md#斗数骨随赋)。它说的是太阳太阴同宫，能够位居侯伯。这其实是非常片面而且夸张的。太阳太阴因为双星性格特征相背，所以双重性格特别明显。时而温柔，时而刚强的。

这种特质导致太阳太阴有点“阴阳怪气”的个性，所以这个组合一定要好好说话。老是阴阳别人容易没朋友的。这两颗星在作为单星存在的时候就是特别爱照顾别人的那种类型，所以组合在一起过后这种“爱管闲事”的特质就会被加强。

稳定情绪，是太阳太阴需要去深入研究的事情。太阳太阴的表达欲望非常强，但是不一定能很好的表达出来。就是嘴赶不上脑子思考的速度，想得多，做得少。另外，太阳太阴比较容易有洁癖。",https://iztro.com/learn/major-star
05-主星-012,05-主星,武曲星 （命宫出现概率≈1.47%）,"<table class=""star-card"">
  <tr>
    <td>阴阳</td>
    <td>阴 🌑</td>
    <td>五行</td>
    <td>辛金 🪙</td>
    <td>斗分</td>
    <td>北斗第六星</td>
  </tr>
  <tr>
    <td>化气</td>
    <td>财富</td>
    <td>五行色</td>
    <td>白色</td>
    <td>能量色</td>
    <td>乳白光</td>
  </tr>
  <tr>
    <td>职业</td>
    <td>财帛主</td>
    <td>职务</td>
    <td>执掌财富，勇武之将</td>
    <td>别号</td>
    <td>正财星，寡宿星，战争星，将星</td>
  </tr> 
</table>",https://iztro.com/learn/major-star
05-主星-013,05-主星,武曲星特性,"武曲星是紫微斗数里面有名的“独行侠”，由于个性孤傲刚直，被传统命理师冠以 `刑克之星` 的名头。但实际上，武曲星只是不善表达，不喜社交。他直来直往的个性常常会无意中中伤他人，久而久之就有一种独来独往的感觉。

除了性格刚直，武曲星还是一个怕麻烦的星曜，这里的怕麻烦，不是懒，而是怕麻烦别人，怕人情世故。这种个性造就了武曲星强大的执行力和行动力，自己能动手的就不去麻烦别人，是武曲星的行事准则。

有强项，自然就有短板。策划能力就是武曲星的最大短板。倔强的个性加上说干就干的执行力，在方向正确的时候非常如鱼得水。但是缺点也很明显，就是不太听劝告，所以如果你的命宫主星是武曲星，一定要多听周围人的意见，就算不采纳，也可以从中吸取到一些自己没考虑到的经验。",https://iztro.com/learn/major-star
05-主星-014,05-主星,武曲星组合,"---

#### 武曲天府 （命宫出现概率≈1.44%）

武曲星为正财星，而天府星是代表着财富积累的库星，因此许多人认为武曲天府的人擅长赚钱或储蓄。然而，这样的理解过于片面。我们需要全面研究各种星曜的特质，将它们综合在一起进行分析，才能判断他们是否擅长赚钱或储蓄。

武曲星的坚毅特性在天府星的影响下变得柔和，使其不那么直来直往，更懂得灵活变通。不过，这两颗星都不太愿意向他人寻求帮助，导致武曲天府的人更倾向于亲自动手。正是因为这种特性，使得武曲天府的独立性非常强，相比其他星宿更为成熟。

这个组合具备强大的工作能力，但也容易自视过高，可能会挑战一些超出自身能力范围的任务。然而，这并非完全不利，毕竟勇于尝试也是取得成功的关键。此外，武曲天府的兴趣广泛，这一特点主要是受福德宫贪狼星的影响。因为福德宫有贪狼星的存在，使得武曲天府对所喜欢的人或事物易产生痴迷情感。

尽管武曲天府不喜欢打扰他人，但却乐意为人解决难题。如果与他们关系良好，他们会非常愿意提供帮助。这种特性与其不拘小节、乐观积极的态度以及大方个性相结合，使得武曲天府有着非常广泛的社交圈子。

#### 武曲天相 （命宫出现概率≈1.28%）

由于天相星的加入，使得武曲星表现得更为温和。而武曲星则赋予了天相星更强的执行力。因此，这个组合通常不愿受人束缚，更喜欢自主开拓新局面。然而，这一组合缺乏宏观视野，且倾向于亲自动手去完成任务，因此在事业拓展的过程中可能会遇到较大的挑战。不过，武曲星向来以吃苦耐劳而著称，对于武曲天相来说，这些挑战也并非难以克服的问题。

武曲天相在决策上较为果断，并拥有独特的方法和逻辑，能够自行贯彻执行，这也是让人钦佩的地方。然而，由于武曲天相的组合出现在 [`四马地`](03-宫位.md#四生地)，并且喜欢亲自主导，因此可能会较为奔波忙碌。

尽管天相星一直以识人、善用人才而著称，但在武曲的影响下，降低了其善于洞察人性、善于运用人才的特性。因此，武曲天相在处理人际关系时需要更多细心与周到。不仅要专注于工作，还要学会与人相处。由于武曲天相极强的事业心，即使已有主业，也容易开展副业，因此工作较为辛劳。在条件允许的情况下，很容易萌生创业创新的想法。

#### 武曲七杀 （命宫出现概率≈1.39%）

武曲的刚毅与七杀的坚韧性格使其成为紫微斗数中最为坚定的组合。以敢打敢拼著称，对抗挑战毫不畏惧。因此，在童年时期常常让父母为其担心。当武曲七杀下定决心去做一件事时，往往不太愿意与他人商议，默默地去实现自己的目标。

然而，由于这种刚烈的特性，往往容易遭遇挫折，这便是所谓的“过刚易折”。因为不喜欢阴险狡诈的人际关系，武曲七杀在人群中显得有些格格不入。因此在古籍中，将武曲七杀归类为“武职”一类。然而，在当今社会，可供从事的“武职”相对较少，因此武曲七杀也需要适应社会的大环境。

强大的执行力和坚决果断的个性是武曲七杀最鲜明的特点。随着年龄的增长，经历生活的考验和阅历的积累，使得其个性不再那么锋利。武曲七杀在与人合伙创业时要特别注意，三思而后行。因为武曲七杀的耿直，常常会报以一腔热忱投入事业，然后在受人算计之后感到失望而归。当机会降临时，务必深思熟虑，多做风险评估，避免冒险行为。

武曲七杀在关心他人方面也较为直接，尽管心怀关爱，但言行举止往往容易被误解。因此，可能会产生一些社交焦虑，尤其是对社会的认知和了解愈发深入，这种现象也就愈发显著。因为他们觉得与人交往颇费周折，又不愿在无意中伤害他人，所以会选择回避社交。

#### 武曲破军 （命宫出现概率≈1.41%）

武曲和破军的结合形成了一种独特而充满战斗精神的组合。武曲代表着果断和执行力，而破军则象征着挑战与突破。这两颗星相结合，打破了传统，创造出一种独特的个性。

武曲破军的人通常展现出强烈的勇气和不屈的精神。他们决心实现目标时会采取非传统的方式，敢于挑战现状，勇于冒险。这种组合常被描述为敢于打破常规、不断突破边界的特质。

然而，武曲破军的组合也可能带来一些挑战。由于过于专注于自己的目标，他们可能会忽略周围环境的变化和他人的看法，显得过于坚持己见或者冷漠。他们更倾向于依靠自己的能力解决问题，而不太愿意寻求外部的帮助。

这个星座组合的人通常具备突破困境和创新思维的能力。他们敢于挑战传统，以非常规的方式解决问题，追求独特的道路。尽管有时可能因为坚持自己的想法而与他人产生冲突，但正是由于他们的决心和勇气，使得他们能够在逆境中探索新的可能性，勇于创新。

#### 武曲贪狼 （命宫出现概率≈2.71%）

古语有云：`武贪不发少年人`。很多人理解的是武曲贪狼的人不会早早发迹。但其实这事错的，古籍上的意思是武曲贪狼不能太早发迹。很多读者可能会觉得奇怪，发迹还分早晚？其实这个说法是非常有道理的。

武曲贪狼兼具执行里和策划力，这是非常恐怖的一个组合。试想一下，一个很务实的社交达人，兼具策划和执行力于一身。那个初始属性有多强大家可以想象一下。能力如此之强的人，势必会有一些自负。而如果在没有经历社会鞭挞就早早的成为人群中那颗耀眼的星的时候，会让武曲贪狼内心极度膨胀。而随着运势轮转，走到低谷期的时候，会形成极大的心理落差。

这种心理落差很容易让武曲贪狼一蹶不振，无法接受自己的失败。然而，如果在经历了一些人生的磨难以后，心智的成熟和逆商的提高，让武曲贪狼的能力更加全面。这个时候再发迹起来，就会显得格外的踏实。

这个组合对世界也充满了好奇心，探索欲特别强，所以很容易学得非常驳杂。如果希望在某个领域深耕，还是需要静下心来排除外界干扰，才能有更深的成就。不过，知识的深度和广度之间并没有好坏之分，一切都还是要看个人的选择。",https://iztro.com/learn/major-star
05-主星-015,05-主星,天同星 （命宫出现概率≈4.32%）,"<table class=""star-card"">
  <tr>
    <td>阴阳</td>
    <td>阳 🌕</td>
    <td>五行</td>
    <td>壬水 🌊</td>
    <td>斗分</td>
    <td>南斗第四星</td>
  </tr>
  <tr>
    <td>化气</td>
    <td>温和</td>
    <td>五行色</td>
    <td>黑色</td>
    <td>能量色</td>
    <td>白光</td>
  </tr>
  <tr>
    <td>职业</td>
    <td>福德主</td>
    <td>职务</td>
    <td>享受</td>
    <td>别号</td>
    <td>福星，寿星</td>
  </tr> 
</table>",https://iztro.com/learn/major-star
05-主星-016,05-主星,天同星特性,"如果单论 `亲和力`，那天同星一定可以得第一的那一颗，所以她才会化气为 `温和`。正因为这种温和，使得天同星形成了一种逆来顺受，不争不抢的个性。既然争不过抢不过，天同就把更多的精力放在了“自我享受”上，所以得到了 `福德宫主` 的头衔。

天同星是一颗不需要太多资源就可以培养起来的星曜。她的父母宫一定是 [`武曲星`](#武曲星)，所以天同星的父母一般都比较强势，这也使得天同星从小在家庭的“高压”环境下面成长。这从一个侧面告诉了我们，如果不想让孩子以后成为一个受气包，那就要给予孩子足够的关怀和爱护，不要过于直接，也不要什么事情都用物质来摆平。

作为一颗配合和辅助性的星曜，天同星要学会懂得拒绝和断舍离，要勇敢的对自己不喜欢的人事物说NO。但是，也正因为天同星的忍让，让她避免了很多冲突和不必要的损失，所以才说天同是一颗 `福星`。

天同不喜欢太多的不确定和一切不稳定因素，也不喜欢孤注一掷去拼一些没有把握的事情。这种保守的个性让天同星看起来缺乏一些冲劲。但是稳定又何尝不是一种生活方式呢，如果全世界都是争强好胜，喜欢拼抢的星曜，无法想象这个世界会变成什么样。",https://iztro.com/learn/major-star
05-主星-017,05-主星,天同星组合,"---

#### 天同太阴 （命宫出现概率≈2.71%）

说起温柔如水，那一定是天同太阴的专利了。出了名的好脾气，会享受生活，喜欢安静的环境。天同太阴的好脾气不是说没脾气，只是他们发起脾气来爆发力并不强。而且他们还挺会给自己找借口不让自己去计较得失的。

这个组合由于个性原因，比较喜欢逃避问题，一种“惹不起总躲得起”的感觉。特别喜欢稳定的环境，害怕未知，内心不安全感很重。天同太阴的和善常常给人一种如沐春风的感觉。可是，一味的忍让和逃避有些时候并不能解决问题。

从上面的特质，不难看出，天同太阴是一个环境要求非常高的组合。如果外部环境不太好，他们比较难通过自身的反抗来改变现状。长时间的压抑和退让，就比较容易引发一些极端行为。

在艺术和审美这一块，天同太阴也是非常有天赋的，生活中也比较有情调，喜欢浪漫和惊喜。天同太阴这个组合在人际交往中不太会设防，所以比较容易吃亏。他们不喜欢改变习惯，所以一旦天同太阴陷入到一个不太好的环境里面，比较难全身而退。如果你的命宫是天同太阴，那断舍离就是你要加强的部分。

#### 天同天梁 （命宫出现概率≈2.77%）

这个组合是非常受古人欢迎的组合，在 [斗数骨随赋](12-古籍-1.md#斗数骨随赋) 中描述到 `府相同梁性必好`。说的就是天府、天相、天同天梁的人品行好，性格比较讨喜。诚然，天同天梁是朋友圈中的老好人，对谁都非常体贴关照，在外一般都是好好先生的形象。

然而，同梁却不怎么会处理感情方面的事情。不管和配偶还是家人，都很难相处得和外面的朋友一样好。由于同梁的组合只会出现在寅申两个宫位，这两个宫位又是 [`四马地`](03-宫位.md#四生地)，所以极大概率遇到 [`天马`](06-辅星.md#天马) 组成 [`梁马飘荡格`](09-格局.md#梁马飘荡)。本来同梁的上进心就不强，遇到天马以后更加容易玩物丧志。

当然我并不是说缺乏上进心是不好的，天同天梁是非常会享受生活的。他们擅长把复杂的事情变简单，化繁为简是他们与生俱来的特长。享受慢生活，不参与内卷也没什么不好的。天同是福星，天梁是荫星，这两颗星被誉为是解厄化煞的福星。福星过多，就容易懒，行动力就会变差。

在 [斗数骨随赋](12-古籍-1.md#斗数骨随赋) 中还说到，`机月同梁作吏人`。在同梁同宫的时候，在三方四正里必然会组成 [`机月同梁格`](09-格局.md)，是适合做公务员的格局，但是由于上进心的不足，大多活跃在基层或者一些清闲的职位。

#### 天同巨门 （命宫出现概率≈2.54%）

天同巨门的组合，艺术氛围一般都比较强。特别是天同巨门在丑宫的那一组，谓之 [`明珠出海格`](09-格局.md#明珠出海)。其艺术成分，大概三四层楼那么高吧。不过这个格局因为空宫的关系，在决策上不够果断，比较依赖环境。

天同是一个小孩子的形象，而巨门是一扇巨大的门，里面不透光，漆黑一片。就像一个小孩被关在一扇巨大的黑漆漆的门里面，内心自然有一种惶恐不安的感觉。这种感觉主要会出现在命宫是空宫的那一个组合里。因为命宫是天同巨门的那一组，在福德宫有太阳星和天梁星，这种感觉会减低很多。

因为巨门的加入，降低了一些天同的亲和力，但是同时他也让天同看起来没那么好欺负了，相比之下也增加了一些主动争取的意愿。天同巨门的语言表达能力是不错的，所以在才艺上多以语言表达为主，比如演讲、声乐等。

同巨不是特别喜欢分享自己的内心，他们自我保护意识比较强，这也是天同系列双星的共同特点。因为他们不会设防，很容易真心换绝情，所以久而久之就会让自己封闭起来。不过天同星的乐天也帮助了他们不少，他们非常懂得知足常乐。",https://iztro.com/learn/major-star
05-主星-018,05-主星,廉贞星 （命宫出现概率≈1.43%）,"<table class=""star-card"">
  <tr>
    <td>阴阳</td>
    <td>阴 🌑</td>
    <td>五行</td>
    <td>丁火 🔥</td>
    <td>斗分</td>
    <td>北斗第五星</td>
  </tr>
  <tr>
    <td>化气</td>
    <td>囚</td>
    <td>五行色</td>
    <td>红色</td>
    <td>能量色</td>
    <td>赤光</td>
  </tr>
  <tr>
    <td>职业</td>
    <td>官禄主(行政)</td>
    <td>职务</td>
    <td>邪恶</td>
    <td>别号</td>
    <td>次桃花星（纠缠性），次财星</td>
  </tr> 
</table>",https://iztro.com/learn/major-star
05-主星-019,05-主星,廉贞星特性,"说起廉贞，很多有经验的老师傅都会情不自禁的摇摇头，在古籍中对廉贞的评价也不是很好，还有 `自古廉贞最难明` 的说法。这让廉贞星人在家中坐，锅从天上来。之所以人们会对廉贞星有这么多偏见，是因为廉贞星和武曲星一样，不喜欢社交，也不太懂人情世故。她们虽然化气为 `囚`，但大部分时候，是“囚禁”自己。

廉贞星不太容易与人交心，是因为她们自我保护意识太强。别人嬉笑怒骂的时候，廉贞就会显得有点格格不入，因为廉贞星对待任何事情都是非常理性认真的态度，让他们有时候分不清楚你是认真的还是开玩笑的。也是因为这份“认真”，让廉贞星看起来多了一分高冷，少了一分亲和。特别是廉贞星会因为自己过于强大的自尊心，无意中做出很多伤害到别人的事情，或者说出一些伤害到别人感情的话语。这种行为，颇为让人烦恼。

紫微、武曲、廉贞这三颗星永远会在三方会见，这一组星曜或多或少都会给人一种距离感，而廉贞星给人的距离感会特别的强。当不善逢迎的廉贞想要去讨好别人的时候，会给人一种违和感，所以廉贞星不喜欢溜须拍马，也不太“给面子”，有一种“领导也要让她三分”的感觉。

另外，廉贞星也是一颗比较“耗资源”的星曜，自我要求比较高的廉贞如果能得到相应的“资源”，加上她认真的态度，个人形象通常也比较好，就很容易成为各个行业的翘楚。也正因为以上这些情况综合起来，使得廉贞星很容易受到排挤和旁人的嫉妒。所以廉贞星的社交圈通常都比较窄，知心好友也不多。",https://iztro.com/learn/major-star
05-主星-020,05-主星,廉贞星组合,"---

#### 廉贞七杀 （命宫出现概率≈1.41%）

这个组合可能是古籍中描述得最混乱的一个组合了，在 [太微赋](12-古籍-1.md#太微赋) 中提 `七杀廉贞同位，路上埋尸` 的说法。而在 [斗数骨随赋](12-古籍-1.md#斗数骨随赋) 中又有 `廉贞七杀反为积富之人` 和 `廉贞七杀流荡天涯` 的说法。这明显是自相矛盾的。所以我们需要去研究他为什么会发生这种情况。

廉贞七杀的组合个性上是比较理性认真的那种类型，不太擅长社交，初见时会给人一种高冷的感觉。廉贞七杀在沟通上比较直接，不太会顾及别人的感受，所以容易在交流中无意中伤他人，不过这并非他们的本意，也许他们只是在陈述事实。这种沟通上不讨喜，为人处事理性认真，在个人能力上比较强的性格，就比较容易遭到嫉妒，容易受到排挤。

因为自我要求比较高，自尊心又特别强的关系，廉贞七杀在早期比较容易有畏难情绪。他们会害怕失败，害怕丢脸，需要比较多的情绪安抚以及鼓励来帮他们建立信心。在信心建立起来以后，他们就会表现得非常坚韧，愿意去克服困难。

那份有时候看起来近乎强迫症的个性，加上认定了就愿意为之付出的坚持。让廉贞七杀很容易成为各个领域的翘楚。这个组合虽然名字听起来很“凶神恶煞”的，但其实他们是非常遵守规则的类型。给他们一个条框，他们就比较容易把自己限制在这个条框里面。

#### 廉贞破军 （命宫出现概率≈1.35%）

廉贞的 `囚` 加上破军的 `耗` 让这个格局成为了一个大开大合的开创型格局，情绪都写在脸上，算是性情中人。敢做大家不敢做的事情，敢说大家不敢说的话。这个格局常常会出现得罪了人还不自知的情形。

开创型如此之强的格局，又处于 [`四旺地`](03-宫位.md#四旺地)，也喜欢挑战超出自己能力的事情。在很多文献中都说这个格局会 `武职显贵`，实际上是因为这个格局动手能力强，也兼具一些想法，敢于尝试，所以在一线会有比较突出的表现。除此之外，这个格局在工科和运动方面也颇具天赋。

很多人可能会觉得廉贞破军一定脾气不好，但其实这个说法是不准确的。这个组合随着自己认知水平的提高，能够管理好自己情绪以后，是非常有魅力的。在 [斗数骨随赋](12-古籍-1.md#斗数骨随赋) 中说到，`贞居卯酉定是公胥吏辈`，说得就是廉贞破军的组合，容易从事军警等武职。然而，廉贞破军也活跃在很多技术前线。也诞生了很多能工巧匠。

#### 廉贞贪狼 （命宫出现概率≈2.77%）

廉贞贪狼双桃花星，被冠以 `酒色财气` 之名头，会让人以为这个组合很擅长人际交往，很喜欢流连夜场。其实不是这个样子的，廉贞星和贪狼星虽然都是桃花星，但是别忘了，廉贞星是一颗 `囚星`，他会把和他在一起的星曜“囚禁”起来。加上这两颗星在一起的时候都是落陷（关于星曜亮度，请参考 [星曜亮度](04-星曜系统.md#星曜的亮度) 一节），就会导致廉贪确实有酒色财气的“需求”，但是大多存在于内心。

这个组合的自尊心特别的强，有那么点儿玻璃心，所以和廉贞贪狼开玩笑的时候注意尺度的把握。本来以社交著称的贪狼星被廉贞星”囚禁“起来以后反而失去了社交的属性，变得有点一板一眼的。

廉贪可能是廉贞系列最为认真的一个组合了，做事一丝不苟，不愿意将就。在他们的指责范围内可以很放心的交给他们。不过，廉贞贪狼工作中有点却少变通，颇有点”天王老子来了也不行“的味道。廉贞系列都比较喜欢掌控财权，这个特质又以廉贪最为明显。财务就是他们安全感的来源，手头有钱，心头就不慌。

廉贞双星中，廉贞的作用是“囚禁”另一颗星，而贪狼双星可以翻译为“加重”另一颗星的特质。所以，贪狼加重了廉贞星“囚禁”的特质，而廉贞星囚禁了贪狼星的“欲望”。这颇有点“恶性循环”的味道，听起来也有点绕。但是你想象一下面对一个死结，拉错绳子的时候越用力，是不是越解不开？廉贞贪狼就颇有点这种感觉。所以廉贞贪狼要做的就是“放松”，“看开点”，“不要那么纠结”。

#### 廉贞天府 （命宫出现概率≈1.28%）

囚星和库星都是内敛型的星曜，所以这个组合给人的感觉也比较内敛。廉贞给温和的天府增加一份阴冷以后，画风就有点变了。天府星的包容被廉贞星“囚禁”以后，帝星的那种霸气就有点外泄，加上廉贞星的直接，让这个组合给人一种比较霸道的感觉。

前面我们说过，因为天府星的福德宫是贪狼星的关系，会爱好广泛，欲望较重。这些特质在廉府的组合里依然存在，只是不像天府单星那么爱秀。廉贞星的尖锐虽然天府星柔化，但那种特质依然还是存在的，加上天府星的帝星属性凸显，会让廉府平时懒得说话，但是在与人对线的时候说话比较不客气。

廉贞天府内心和表现反差感非常大，他们说最狠的话，做最暖的事。再比如廉贞天府的女生可能表现出来的是一个高冷御姐，但是内心是一个萌萌的小公主。学会控制情绪和沟通的廉贞天府就会变得有一种特别迷人的霸道总裁范儿。

这个组合特别喜欢管钱，如果组合好的话也特别会管钱。所以比较多廉府活跃在财会行业。就算没有从事“管钱”相关的行业，也比较容易管理家庭的“财政大权”。好在廉府一般不太会冲动消费，也比较会开源节流，所以让他们管钱也比较省心。

#### 廉贞天相 （命宫出现概率≈1.46%）

廉贞属火，天相属水，这两颗星在一起形成水火既济格。有人可能要问破军也属水，为什么廉贞破军不能形成水火既济格？这里我们要先搞清楚水火既济是什么意思。它其实是一种水和火之间微妙的平衡关系。读者们应该有这种经验，往火里喷少量雾状的水，火不仅不会灭，还会燃烧得更旺。这就是一种水火既济的感觉。破军的意象，是海水、大水。往火里一盆一盆的倒水，就没办法形成水火既济那种感觉了。

在古籍中有 `唯有天相能解廉贞之恶` 的说法，但我个人是不太认同这个说法的。首先廉贞并不是恶的代表，其次，廉贞天相非常容易形成一个广受恶评的格局：[`刑囚夹印格`](09-格局.md#刑囚夹印)。所以是非常矛盾的。

究其原因，是因为天相和天府一样，可以柔化廉贞的尖锐，而天相没有天府的那种帝星的霸道，所以像是一种没有“副作用”的柔化。所以才有了唯有天相能解廉贞之恶的说法。这也从一个侧面告诉廉贞星：该注意你的沟通方式了。

廉贞天相因为福德宫是七杀星的关系，比较容易冲动。脑子一热就容易误事，这个时候如果加上化气为 `刑` 的擎羊星，就特别容易因为冲动而产生官司。这就是为什么 [太微赋](12-古籍-1.md#太微赋) 中说 `刑囚夹印，刑杖惟司` 的原因。",https://iztro.com/learn/major-star
05-主星-021,05-主星,天府星 （命宫出现概率≈4.16%）,"<table class=""star-card"">
  <tr>
    <td>阴阳</td>
    <td>阳 🌕</td>
    <td>五行</td>
    <td>戊土 ⛰️</td>
    <td>斗分</td>
    <td>南斗主星</td>
  </tr>
  <tr>
    <td>化气</td>
    <td>库</td>
    <td>五行色</td>
    <td>黄色</td>
    <td>能量色</td>
    <td>黄绿光</td>
  </tr>
  <tr>
    <td>职业</td>
    <td>田宅主、财帛主</td>
    <td>职务</td>
    <td>贤能，包容，慈悲</td>
    <td>别号</td>
    <td>令星，库星，藏星</td>
  </tr> 
</table>",https://iztro.com/learn/major-star
05-主星-022,05-主星,天府星特性,"同样作为 `帝星`，天府星和紫微星有着非常大的区别，虽然天府星也喜欢别人吹捧，喜欢众星捧月的感觉，但是总的来说要低调很多。天府是一个 `务实的` 帝王，比起紫微要“面子”不要“里子”的个性，天府更加的注重“面子”和“里子”的平衡。

`只扫自家门前雪，不管他人瓦上霜` 用来形容天府星是非常合适的，他不喜欢管闲事，也不像紫微星那么好为人师。反而有点天同那种“不争不抢”的感觉，但是天府星的不争不抢，源于他不想，而不是不敢。千万不要把天府星的退让理解成一种懦弱。天府迁移宫是 [`七杀星`](#七杀星)，他不仅能让天府有一种不怒而威的感觉，还能让天府星在想去拼抢的时候毫不退让。

天府星的福德宫一定是 [`贪狼星`](#贪狼星)，所以天府星的欲望其实是蛮大的，比较喜欢精神上的享受，也对各种神秘事物感兴趣。主打 `包容性` 的个性和广泛的爱好，让天府星有着比较宽广的人脉关系。",https://iztro.com/learn/major-star
05-主星-023,05-主星,天府星组合,"---

#### 紫微天府 （命宫出现概率≈1.47%）

见 [紫微天府](#紫微天府)

#### 廉贞天府 （命宫出现概率≈1.28%）

见 [廉贞天府](#廉贞天府)

#### 武曲天府 （命宫出现概率≈1.44%）

见 [武曲天府](#武曲天府)",https://iztro.com/learn/major-star
05-主星-024,05-主星,太阴星 （命宫出现概率≈4.12%）,"<table class=""star-card"">
  <tr>
    <td>阴阳</td>
    <td>阴 🌑</td>
    <td>五行</td>
    <td>癸水 🌊</td>
    <td>斗分</td>
    <td>中天星系</td>
  </tr>
  <tr>
    <td>化气</td>
    <td>富</td>
    <td>五行色</td>
    <td>黑色</td>
    <td>能量色</td>
    <td>绿白光</td>
  </tr>
  <tr>
    <td>职业</td>
    <td>田宅主</td>
    <td>职务</td>
    <td>干净，美丽</td>
    <td>别号</td>
    <td>母星，妻星，女星，审美星，艺术星</td>
  </tr> 
</table>",https://iztro.com/learn/major-star
